media,date added,averageRating,numVotes,genres
cats & dogs,September 2016,5.2,62895.0,Action
babel,September 2016,3.6,212.0,Adventure
hard target 2,September 2016,5.2,6682.0,Action
keepers of the game,September 2016,8.2,74.0,Documentary
jaws 2,September 2016,5.8,85505.0,Adventure
hope floats,September 2016,6.0,30590.0,Drama
practical magic,September 2016,6.3,94643.0,Comedy
the white helmets,September 2016,7.5,8233.0,Documentary
extremis,September 2016,7.8,70.0,Action
stomp the yard,September 2016,5.4,26546.0,Drama
road trip,September 2016,6.5,179402.0,Comedy
sample this,September 2016,6.4,514.0,Documentary
full out,September 2016,7.9,161.0,Documentary
the finest hours,September 2016,7.2,92.0,Biography
the imitation game,September 2016,7.9,35.0,Comedy
defiance,September 2016,6.2,1439.0,Action
scary movie 2,September 2016,5.3,176532.0,Comedy
jaws: the revenge,September 2016,3.0,50138.0,Adventure
jaws,September 2016,8.1,668139.0,Adventure
sam kinison: breaking the rules,September 2016,7.2,725.0,Comedy
colliding dreams,September 2016,7.1,119.0,Documentary
man on wire,September 2016,7.7,58909.0,Biography
the wicker man,September 2016,7.5,93843.0,Horror
milk money,September 2016,5.6,13177.0,Comedy
the fierce wife,September 2016,7.2,131.0,Drama
how to lose a guy in 10 days,October 2016,6.5,274095.0,Comedy
justin timberlake + the tennessee kids,October 2016,7.6,2313.0,Documentary
kung fu panda 3,October 2016,7.1,192920.0,Action
ghost town,October 2016,6.1,92.0,Western
millennium,October 2016,5.7,7016.0,Drama
big eyes,October 2016,7.1,215.0,Comedy
snow day,October 2016,5.2,13775.0,Adventure
into the inferno,October 2016,8.2,19.0,Reality-TV
dr. dolittle: tail to the chief,October 2016,3.9,2915.0,Comedy
the 13th,October 2016,5.4,26.0,Drama
chevalier,October 2016,7.1,36.0,Action
grizzly man,October 2016,7.8,62561.0,Biography
unforgiven,October 2016,8.2,439599.0,Drama
midnight diner: tokyo stories,October 2016,8.4,4985.0,Drama
american horror story: hotel,October 2016,7.8,131.0,Horror
love between the covers,October 2016,6.7,133.0,Documentary
i am the pretty thing that lives in the house,October 2016,4.6,16265.0,Drama
rv,October 2016,5.6,64031.0,Adventure
picture this!,October 2016,6.8,42.0,Comedy
being george clooney,October 2016,6.7,282.0,Documentary
chapo: el escape del siglo,October 2016,3.2,337.0,Crime
the siege of jadotville,October 2016,7.2,44827.0,Action
saving mr. wu,October 2016,6.6,2616.0,Action
robotech,October 2016,8.5,4059.0,Action
the uninvited,October 2016,7.2,12587.0,Fantasy
dartmoor killing,October 2016,4.4,496.0,Drama
a cinderella story,October 2016,5.9,94767.0,Comedy
joe rogan: triggered,October 2016,7.3,4837.0,Comedy
black mirror,October 2016,6.5,32.0,Drama
once upon a time in the west,October 2016,8.5,351657.0,Drama
jesus camp,October 2016,7.4,28868.0,Documentary
oriented,October 2016,6.7,539.0,Documentary
dazed and confused,October 2016,7.6,202011.0,Comedy
quiz show,October 2016,7.5,73805.0,Biography
without a paddle,October 2016,5.8,51283.0,Adventure
sphere,October 2016,6.1,113161.0,Action
barbershop 2: back in business,October 2016,5.7,16075.0,Comedy
blue streak,October 2016,6.3,89542.0,Action
dieter nuhr: nuhr in berlin,November 2016,4.8,78.0,Comedy
dough,November 2016,8.2,311.0,Comedy
paddington,November 2016,7.3,135493.0,Adventure
the missing ingredient: what is the recipe for success?,November 2016,7.8,26.0,Documentary
boyhood,November 2016,6.8,133.0,Drama
the ivory game,November 2016,7.8,3509.0,Documentary
tunisian victory,November 2016,6.6,703.0,Documentary
san pietro,November 2016,6.6,2475.0,Documentary
the 100,November 2016,5.7,12.0,\N
saturday night live,November 2016,8.0,53153.0,Comedy
the crown,November 2016,8.2,671.0,Action
the battle of midway,November 2016,6.1,2295.0,Documentary
tales from the darkside: the movie,November 2016,6.2,19523.0,Comedy
paranoid,November 2016,4.0,2412.0,Crime
the heartbreak kid,November 2016,7.0,5786.0,Comedy
thomas & friends: holiday express,November 2016,5.4,7.0,\N
divines,November 2016,7.4,10590.0,Crime
gilmore girls: a year in the life,November 2016,7.5,45378.0,Comedy
ghost team,November 2016,4.8,2444.0,Comedy
carter high,November 2016,5.1,595.0,Crime
3%,November 2016,7.8,2258.0,Drama
meet the blacks,November 2016,8.2,1820.0,Comedy
the african queen,November 2016,7.7,84941.0,Adventure
mercy,November 2016,5.1,301.0,Crime
burn after reading,November 2016,7.0,356172.0,Comedy
the jungle book,November 2016,6.7,4742.0,Action
i dream too much,November 2016,5.3,635.0,Musical
the doors,November 2016,7.2,99875.0,Biography
beat bugs,November 2016,7.5,568.0,Adventure
case,November 2016,7.0,8.0,Documentary
alfie,November 2016,7.0,15936.0,Comedy
food choices,November 2016,7.3,3253.0,Documentary
penguins: spy in the huddle,November 2016,8.4,438.0,Documentary
norman lear: just another version of you,November 2016,8.2,105.0,Biography
thomas & friends: the christmas engines,November 2016,5.9,29.0,Animation
true memoirs of an international assassin,November 2016,5.9,24575.0,Action
prelude to war,November 2016,7.8,88.0,Crime
sour grapes,November 2016,5.7,3092.0,Comedy
thomas & friends: a very thomas christmas,November 2016,5.6,26.0,\N
the confessions of thomas quick,November 2016,6.3,529.0,Documentary
tales by light,November 2016,8.2,2060.0,Documentary
under the sun,November 2016,7.0,71.0,Adventure
world of winx,November 2016,6.6,859.0,Action
lovesick,November 2016,5.2,909.0,Comedy
thunderbolt,November 2016,6.5,908.0,Crime
men go to battle,November 2016,5.5,377.0,Comedy
jetsons: the movie,November 2016,5.5,5758.0,Animation
michael che matters,November 2016,7.2,2850.0,Comedy
colin quinn: the new york story,November 2016,7.0,1083.0,Comedy
holiday engagement,December 2016,6.0,4227.0,Comedy
when hari got married,December 2016,7.0,178.0,Documentary
the break,December 2016,5.9,159.0,Crime
house of wax,December 2016,7.0,20428.0,Horror
swept under,December 2016,6.9,36.0,History
blue jay,December 2016,6.6,1536.0,Drama
big in bollywood,December 2016,7.2,111.0,Documentary
barry,December 2016,6.3,48.0,Drama
white girl,December 2016,6.5,214.0,Drama
white rabbit project,December 2016,6.9,1752.0,Reality-TV
the rock,December 2016,7.4,360910.0,Action
colony,December 2016,8.7,5233.0,Crime
pacific heat,December 2016,5.8,1182.0,Action
no second chance,December 2016,8.3,85.0,Western
hannibal,December 2016,5.2,1138.0,Action
travelers,December 2016,8.3,96.0,Talk-Show
crazyhead,December 2016,7.2,5495.0,Comedy
breaking a monster,December 2016,6.1,307.0,Biography
the hollywood shorties,December 2016,7.6,62.0,Documentary
rainbow time,December 2016,5.9,817.0,Comedy
angels in the snow,December 2016,7.4,203.0,Comedy
uncle nick,December 2016,5.9,3455.0,Comedy
homeland,December 2016,6.9,14.0,Musical
fauda,December 2016,8.3,38498.0,Action
mad,December 2016,6.7,14.0,\N
for the love of spock,December 2016,7.6,4909.0,Biography
lucky number slevin,December 2016,7.7,327186.0,Crime
waking life,December 2016,7.7,67293.0,Animation
david blaine: street magic,December 2016,7.7,882.0,Documentary
i am not a serial killer,December 2016,6.2,16037.0,Crime
toys,December 2016,5.1,33835.0,Adventure
spectral,December 2016,6.3,65393.0,Action
harry and the hendersons,December 2016,6.1,38537.0,Comedy
hitler: a career,December 2016,7.5,3063.0,Documentary
the spirit of christmas,December 2016,7.5,4139.0,Animation
miss stevens,December 2016,6.5,7954.0,Comedy
fuller house,December 2016,7.9,354.0,Comedy
captive,December 2016,4.6,463.0,Crime
versailles,December 2016,8.2,8.0,Documentary
compulsion,December 2016,7.4,7609.0,Biography
club de cuervos,December 2016,8.2,6313.0,Comedy
always,December 2016,5.6,341.0,Drama
black snake moan,December 2016,6.9,66805.0,Drama
the eighties,December 2016,6.9,170.0,Documentary
disorder,December 2016,5.9,133.0,Drama
merli,December 2016,7.0,5.0,Comedy
killswitch,December 2016,7.4,26.0,Sci-Fi
the crucible,December 2016,7.0,21.0,Drama
the little rascals,December 2016,6.3,56975.0,Comedy
nobel,December 2016,6.7,26.0,Drama
the cuba libre story,December 2016,7.6,2059.0,Documentary
chasing cameron,December 2016,3.7,1515.0,Reality-TV
beyond bollywood,December 2016,6.2,64.0,Biography
reggie watts: spatial,December 2016,6.0,555.0,Comedy
nancy drew,January 2017,6.6,239.0,Crime
growing up coy,January 2017,6.1,398.0,Documentary
miss sharon jones!,January 2017,7.3,697.0,Documentary
the perfect physique,January 2017,5.4,465.0,Documentary
a series of unfortunate events,January 2017,6.8,222285.0,Adventure
cardboard boxer,January 2017,6.4,2980.0,Drama
coin heist,January 2017,4.8,3002.0,Crime
good kids,January 2017,6.1,11060.0,Comedy
as i open my eyes,January 2017,6.7,1476.0,Drama
ripper street,January 2017,8.1,22678.0,Crime
bee movie,January 2017,6.1,181694.0,Adventure
superman ii,January 2017,6.8,115381.0,Action
one day at a time,January 2017,6.6,5249.0,Comedy
justin bieber: never say never,January 2017,1.7,76456.0,Documentary
the rat race,January 2017,6.6,1491.0,Comedy
jim gaffigan: cinco,January 2017,7.1,2613.0,Comedy
caddyshack,January 2017,7.2,128282.0,Comedy
neal brennan: 3 mics,January 2017,7.8,4004.0,Comedy
flash of genius,January 2017,7.0,17890.0,Biography
hostage to the devil,January 2017,5.2,1571.0,Biography
best and most beautiful things,January 2017,6.4,179.0,Documentary
ratchet and clank,January 2017,7.3,7.0,News
tarzan and jane,January 2017,7.2,14.0,Action
hugo,January 2017,6.0,15.0,Short
superman iii,January 2017,5.0,75294.0,Action
papa,January 2017,5.2,135.0,100
jen kirkman: just keep livin?,January 2017,6.8,1372.0,Comedy
to be a miss,January 2017,6.4,194.0,Documentary
after innocence,January 2017,7.6,893.0,Documentary
the investigator: a british crime story,January 2017,5.7,1744.0,Crime
bates motel,January 2017,3.8,1806.0,Comedy
around the world in 80 days,January 2017,6.6,17.0,Adventure
a beautiful now,January 2017,4.8,165.0,Comedy
the shining,January 2017,8.4,1118441.0,Drama
collateral damage,January 2017,5.5,78273.0,Action
the parent trap,January 2017,7.2,24274.0,Comedy
trudell,January 2017,7.4,508.0,Documentary
antibirth,January 2017,4.9,3642.0,Comedy
alice through the looking glass,January 2017,5.9,220.0,Family
superman iv: the quest for peace,January 2017,3.7,53182.0,Action
casablancas: the man who loved women,January 2017,6.2,380.0,89
kill command,January 2017,8.1,16.0,Action
superman returns,January 2017,6.1,292293.0,Action
historia de un clan,January 2017,7.7,1015.0,Biography
fatima,January 2017,5.8,225.0,Drama
it follows,January 2017,7.2,8.0,Horror
license to drive,January 2017,6.3,22885.0,Comedy
take the 10,January 2017,4.8,3425.0,Comedy
terrace house: aloha state,January 2017,7.4,1129.0,Drama
swing state,January 2017,6.6,31.0,Documentary
halo legends,January 2017,6.5,6006.0,Action
finding dory,February 2017,6.4,9.0,Documentary
king cobra,February 2017,3.3,2621.0,Action
veggietales in the city,February 2017,4.7,138.0,Adventure
frequency,February 2017,7.4,116539.0,Crime
babe: pig in the city,February 2017,5.8,35878.0,Adventure
contact,February 2017,7.2,284.0,Drama
the furchester hotel,February 2017,7.4,149.0,Family
mother with a gun,February 2017,6.8,25.0,Documentary
abstract: the art of design,February 2017,8.3,5946.0,Documentary
i am sun mu,February 2017,7.1,213.0,Animation
david brent: life on the road,February 2017,6.3,22260.0,Comedy
daniel sosa: sosafado,February 2017,5.6,105.0,Comedy
santa clarita diet,February 2017,7.8,77101.0,Comedy
clouds of sils maria,February 2017,6.8,31394.0,Drama
the seven deadly sins,February 2017,6.4,280.0,Drama
eleven p.m.,February 2017,5.8,188.0,Drama
mike birbiglia: thank god for jokes,February 2017,7.5,2779.0,Comedy
paris is burning,February 2017,8.2,18033.0,Documentary
when calls the heart,February 2017,6.5,2285.0,Comedy
invincible,February 2017,6.3,58.0,Action
night will fall,February 2017,8.0,3482.0,Documentary
girl asleep,February 2017,6.1,2888.0,Comedy
milk,February 2017,9.1,8.0,Drama
code: debugging the gender gap,February 2017,6.2,327.0,Biography
hell,February 2017,6.9,1659.0,101
silver streak,February 2017,6.9,21990.0,Action
les beaux malaises,February 2017,8.2,860.0,Comedy
babe,February 2017,7.2,326.0,Biography
highly strung,February 2017,7.1,65.0,Documentary
the nightmare before christmas,February 2017,7.9,377933.0,Animation
superbad,February 2017,7.6,639386.0,Comedy
growing up wild,February 2017,7.9,19.0,\N
the girl from chicago,February 2017,5.9,17.0,Action
girls lost,February 2017,6.1,1325.0,Crime
woman in gold,February 2017,7.3,63589.0,Biography
katherine ryan: in trouble,February 2017,7.0,2362.0,Comedy
brazilian western,February 2017,6.6,3253.0,Crime
hot biskits,February 2017,5.2,134.0,Comedy
ultimate beastmaster,February 2017,7.2,2787.0,Game-Show
balto,February 2017,7.1,48516.0,Adventure
white nights,February 2017,7.8,9117.0,Drama
corpse bride,February 2017,7.4,301337.0,Animation
project x,February 2017,6.0,22.0,Action
magicians: life in the impossible,February 2017,6.1,542.0,Documentary
be here now,February 2017,6.0,8.0,Adult
legend quest,February 2017,9.4,13.0,Comedy
imperial dreams,February 2017,6.7,4811.0,Drama
blazing saddles,March 2017,7.7,154138.0,Comedy
the life aquatic with steve zissou,March 2017,7.2,212226.0,Action
five came back,March 2017,7.1,2374.0,Adventure
the memphis belle: a story of a flying fortress,March 2017,7.3,1907.0,Documentary
let there be light,March 2017,7.5,2041.0,Documentary
pandora,March 2017,5.8,29.0,Drama
singing with angels,March 2017,5.7,176.0,Drama
the negro soldier,March 2017,6.0,837.0,Documentary
under the skin,March 2017,6.9,355.0,Crime
firstborn,March 2017,6.2,3193.0,Drama
who framed roger rabbit,March 2017,7.7,218838.0,Adventure
evolution,March 2017,6.3,258.0,Animation
thithi,March 2017,8.1,2834.0,Drama
slums of beverly hills,March 2017,6.7,14899.0,Comedy
welcome to new york,March 2017,7.6,78.0,Comedy
safe haven,March 2017,4.8,32.0,Drama
memento,March 2017,7.5,112.0,Drama
jim norton: mouthful of shame,March 2017,7.0,1422.0,Comedy
the bfg,March 2017,6.7,7551.0,Adventure
the student body,March 2017,4.6,213.0,Comedy
uss indianapolis: men of courage,March 2017,5.3,14494.0,Action
nacho libre,March 2017,5.9,94847.0,Comedy
jo koy: live from seattle,March 2017,7.3,1664.0,Comedy
midnight in paris,March 2017,6.4,196.0,Crime
friday after next,March 2017,5.8,30451.0,Comedy
deidra & laney rob a train,March 2017,6.0,2095.0,Comedy
kung fu panda,March 2017,7.6,528983.0,Action
come and find me,March 2017,6.2,12.0,Fantasy
the most hated woman in america,March 2017,6.6,28.0,Crime
amy schumer: the leather special,March 2017,3.2,10632.0,Comedy
glow: the story of the gorgeous ladies of wrestling,March 2017,7.3,1687.0,Documentary
impossible dreamers,March 2017,7.3,23.0,Documentary
spider,March 2017,6.6,401.0,Drama
coraline,March 2017,7.7,267184.0,Animation
the square,March 2017,6.8,26.0,Documentary
chicago,March 2017,7.3,561.0,Comedy
the waterboy,March 2017,6.2,180176.0,Comedy
must love dogs,March 2017,5.9,33228.0,Comedy
another forever,March 2017,5.2,516.0,Drama
déjà vu,March 2017,4.6,286.0,Drama
gremlins,April 2017,7.3,250215.0,Comedy
trouble with the curve,April 2017,6.8,69055.0,Drama
across the universe,April 2017,7.3,114650.0,Drama
cool runnings,April 2017,7.0,114826.0,Adventure
an american tail,April 2017,6.9,58543.0,Adventure
only for one night,April 2017,6.3,31.0,Drama
thunderstruck,April 2017,6.2,974.0,Comedy
phantom,April 2017,6.7,1968.0,Drama
two,April 2017,7.1,28.0,Drama
tropic thunder,April 2017,7.1,451989.0,Action
tramps,April 2017,6.2,35.0,Drama
a murder in the park,April 2017,7.3,1262.0,Crime
scooby,April 2017,8.0,14.0,\N
rodney king,April 2017,6.9,42.0,Comedy
the tenth man,April 2017,6.4,69.0,Drama
lucas brothers: on drugs,April 2017,5.8,860.0,Comedy
an american tail: fievel goes west,April 2017,6.5,28555.0,Adventure
kubo and the two strings,April 2017,7.7,139323.0,Action
slam,April 2017,7.0,2470.0,Drama
win it all,April 2017,6.2,10357.0,Comedy
an american tail: the mystery of the night monster,April 2017,5.7,1435.0,Adventure
small crimes,April 2017,5.2,6.0,Horror
the secret life of pets,April 2017,6.5,219600.0,Adventure
casting jonbenet,April 2017,6.1,5773.0,Crime
trust,April 2017,7.4,12414.0,Comedy
vir das: abroad understanding,April 2017,6.9,1821.0,Comedy
the prestige,April 2017,8.5,1455427.0,Drama
the d train,April 2017,6.5,90.0,Drama
boy bye,April 2017,6.6,28.0,Comedy
a nightmare on elm street,April 2017,7.4,265286.0,Horror
forever pure,May 2017,7.4,846.0,Documentary
american experience: the big burn,May 2017,7.5,46.0,Documentary
happy feet,May 2017,6.4,201599.0,Adventure
bodyguards: secret lives from the watchtower,May 2017,5.5,1220.0,Documentary
handsome: a netflix mystery movie,May 2017,5.2,5205.0,Comedy
losing sight of shore,May 2017,7.4,702.0,Adventure
when the bough breaks,May 2017,6.5,155.0,Drama
drifter,May 2017,5.9,36.0,Drama
lovesong,May 2017,6.2,569.0,Short
maria bamford: old baby,May 2017,6.2,1004.0,Comedy
get me roger stone,May 2017,7.3,7757.0,Biography
tracy morgan: staying alive,May 2017,6.3,1255.0,Comedy
i am jane doe,May 2017,6.8,1651.0,Documentary
joshua: teenager vs. superpower,May 2017,7.3,1684.0,Documentary
raja hindustani,May 2017,6.1,8473.0,Action
chocolat,May 2017,7.3,4565.0,Drama
doctor strange,May 2017,6.6,8873.0,Action
the place beyond the pines,May 2017,7.3,292659.0,Crime
hasan minhaj: homecoming king,May 2017,8.2,7949.0,Comedy
believe,May 2017,5.1,898.0,Family
lovetrue,May 2017,6.6,321.0,Documentary
cave,May 2017,4.5,22.0,Short
chaahat,May 2017,5.5,3263.0,Drama
masterminds,May 2017,5.2,3811.0,Action
a new high,May 2017,7.5,87.0,Action
the host,May 2017,6.4,113.0,Comedy
they call us monsters,May 2017,7.0,671.0,Documentary
in the shadow of iris,May 2017,6.1,4734.0,Drama
blood on the mountain,May 2017,6.4,21.0,Adventure
dig two graves,May 2017,7.4,58.0,Crime
two lovers and a bear,May 2017,6.0,2179.0,Adventure
house of cards,May 2017,8.7,28.0,Comedy
command and control,May 2017,8.5,15.0,Drama
the intent,May 2017,4.4,950.0,Crime
the mars generation,May 2017,6.5,1037.0,Documentary
southpaw,May 2017,6.7,152.0,Documentary
nerdland,May 2017,4.4,36.0,Animation
riverdale,May 2017,7.1,102.0,Drama
all we had,May 2017,8.8,7.0,Documentary
sahara,May 2017,4.4,21.0,Adventure
mindhorn,May 2017,6.3,13798.0,Action
sword master,June 2017,6.0,2615.0,Action
shimmer lake,June 2017,6.3,16835.0,Action
blue gold: american jeans,June 2017,6.9,139.0,Documentary
quantico,June 2017,6.7,38.0,Crime
kardashian: the man who saved oj simpson,June 2017,5.0,469.0,Crime
spring,June 2017,7.1,532.0,Comedy
havenhurst,June 2017,4.8,4208.0,Horror
my left foot,June 2017,7.8,80408.0,Biography
1 night,June 2017,5.7,2126.0,Drama
nobody speak: trials of the free press,June 2017,6.5,4399.0,Documentary
arrow,June 2017,8.6,1245.0,Action
the bucket list,June 2017,7.4,261358.0,Adventure
the sixth sense,June 2017,6.9,114.0,Drama
los últimos de filipinas,June 2017,6.1,202.0,Drama
zodiac,June 2017,7.0,108.0,Comedy
okja,June 2017,7.3,133151.0,Action
trolls,June 2017,6.6,7.0,Action
playing it cool,June 2017,5.9,30314.0,Comedy
little witch academia,June 2017,7.3,2288.0,Adventure
catfight,June 2017,5.7,108.0,Comedy
tunnel,June 2017,6.7,22.0,Fantasy
mutant busters,June 2017,6.5,132.0,Action
the queen,June 2017,7.2,1379.0,Documentary
how the grinch stole christmas,June 2017,6.3,293363.0,Comedy
young frankenstein,June 2017,8.0,170410.0,Comedy
counterpunch,June 2017,7.2,129.0,Crime
full metal jacket,June 2017,8.3,796731.0,Drama
the ant bully,June 2017,5.8,42127.0,Adventure
war on everyone,June 2017,5.8,20468.0,Action
amar akbar & tony,June 2017,5.2,305.0,Comedy
suite française,June 2017,7.0,28732.0,Drama
off camera with sam jones,June 2017,8.4,334.0,Talk-Show
marco luque: tamo junto,June 2017,4.4,85.0,Comedy
13 going on 30,June 2017,6.3,220401.0,Comedy
my only love song,June 2017,7.0,861.0,Comedy
acapulco la vida va,June 2017,5.4,153.0,Comedy
three,June 2017,7.8,996.0,Drama
days of grace,June 2017,4.8,33.0,Drama
black snow,June 2017,5.0,71.0,Action
glow,June 2017,6.5,21.0,\N
american anarchist,June 2017,5.9,1810.0,Documentary
mr. gaga: a true story of love and dance,June 2017,7.5,955.0,Biography
you get me,June 2017,4.7,14495.0,Crime
the homecoming,June 2017,6.8,864.0,Drama
saving banksy,June 2017,6.8,1101.0,Documentary
disturbing the peace,June 2017,6.1,17.0,Drama
the stanford prison experiment,June 2017,6.8,46370.0,Biography
daughters of the dust,June 2017,6.6,3357.0,Drama
speech & debate,July 2017,5.9,23.0,Comedy
the ultimatum,July 2017,6.4,15.0,Drama
extraordinary: the stan romanek story,July 2017,3.9,1816.0,Documentary
luna petunia,July 2017,6.4,62.0,Animation
lion,July 2017,5.3,714.0,1896
diamond cartel,July 2017,2.9,596.0,Action
zip & zap and the marble gang,July 2017,5.5,1084.0,Adventure
the land before time iii: the time of the great giving,July 2017,5.6,6636.0,Adventure
yours fatefully,July 2017,6.9,18.0,Comedy
free willy,July 2017,6.0,83684.0,Adventure
out of thin air,July 2017,6.4,25.0,Action
daughters of destiny,July 2017,5.4,75.0,Comedy
fittest on earth: a decade of fitness,July 2017,7.2,1590.0,Documentary
are we done yet?,July 2017,4.3,22722.0,Comedy
emma,July 2017,6.9,1152.0,Drama
offspring,July 2017,2.9,34.0,\N
the incredible jessica james,July 2017,6.5,8783.0,Comedy
matchstick men,July 2017,7.3,139102.0,Comedy
the standups,July 2017,6.6,1448.0,Comedy
railroad tigers,July 2017,5.7,4947.0,Action
checkpoint,July 2017,5.6,311.0,Crime
hostages,July 2017,6.7,105.0,Drama
unriddle,July 2017,7.5,36.0,Action
are we there yet?,July 2017,4.8,34829.0,Adventure
mixed signals,July 2017,5.2,184.0,Drama
proof of life,July 2017,6.3,59193.0,Action
dad,July 2017,6.3,5313.0,Comedy
chasing coral,July 2017,8.0,5690.0,Documentary
code name: the cleaner,July 2017,4.6,12218.0,Action
deep water,July 2017,6.7,1094.0,Crime
the land before time ii: the great valley adventure,July 2017,5.9,9911.0,Adventure
punch,July 2017,3.7,33.0,\N
uncertain glory,July 2017,7.1,1499.0,Crime
madagascar: escape 2 africa,July 2017,6.6,250166.0,Adventure
boat trip,July 2017,4.9,32488.0,Comedy
world at your feet,July 2017,5.2,7.0,Drama
after the reality,July 2017,4.2,420.0,Drama
delicatessen,July 2017,7.5,90525.0,Comedy
friends from college,July 2017,6.9,23556.0,Comedy
el chema,July 2017,7.0,356.0,Action
victor,July 2017,6.6,12.0,\N
dawn of the croods,July 2017,5.8,878.0,Adventure
the truth is in the stars,July 2017,6.7,419.0,Documentary
dark night,July 2017,6.5,41.0,Drama
albion: the enchanted stallion,July 2017,5.2,1618.0,Action
butter,July 2017,6.6,12.0,\N
police academy,July 2017,6.7,138940.0,Comedy
caramel,July 2017,6.7,44.0,Drama
the void,July 2017,3.8,774.0,Sci-Fi
castlevania,July 2017,7.8,1422.0,Action
last night,July 2017,7.1,10183.0,Comedy
rake,July 2017,8.5,8759.0,Comedy
the astronaut farmer,July 2017,6.3,23355.0,Adventure
bad santa 2,July 2017,5.6,28619.0,Comedy
the last mimzy,August 2017,6.2,22292.0,Action
small soldiers,August 2017,6.3,106397.0,Action
gold,August 2017,5.5,65.0,Drama
all these sleepless nights,August 2017,6.6,1869.0,Documentary
bad rap,August 2017,7.2,141.0,Crime
the good place,August 2017,5.7,38.0,Comedy
icarus,August 2017,7.7,34.0,Drama
black site delta,August 2017,3.9,1055.0,Action
beautiful creatures,August 2017,5.8,3965.0,Comedy
dinotrux,August 2017,6.7,566.0,Action
urban hymn,August 2017,6.5,452.0,Crime
jackie brown,August 2017,7.5,378222.0,Crime
the invisible guardian,August 2017,6.4,17984.0,Crime
death note,August 2017,7.5,32046.0,Crime
jab we met,August 2017,7.9,59525.0,Comedy
what happened to monday,August 2017,6.8,135892.0,Action
the royal house of windsor,August 2017,7.3,1758.0,Documentary
who gets the dog?,August 2017,6.9,13.0,Family
the outcasts,August 2017,7.4,183.0,Western
naked,August 2017,7.7,44456.0,Comedy
bring it on: worldwide #cheersmack,August 2017,4.2,1798.0,Comedy
hide and seek,August 2017,5.0,75.0,Comedy
the number 23,August 2017,6.4,213671.0,Crime
opening night,August 2017,5.7,18.0,Comedy
white gold,August 2017,6.6,105.0,Western
innerspace,August 2017,6.8,65670.0,Action
mission control: the unsung heroes of apollo,August 2017,7.5,1699.0,Documentary
hot property,August 2017,7.5,7.0,Drama
the wedding party,August 2017,4.7,1573.0,Comedy
the sweet life,August 2017,7.2,62.0,Comedy
holes,August 2017,7.0,101625.0,Adventure
matrix,August 2017,7.6,212.0,Action
lynne koplitz: hormonal beast,August 2017,6.3,490.0,Comedy
funny games,August 2017,7.5,85505.0,Crime
be afraid,August 2017,6.0,8.0,\N
maz jobrani: immigrant,August 2017,6.7,942.0,Comedy
wet hot american summer: ten years later,August 2017,6.8,9774.0,Comedy
ryan hamilton: happy face,August 2017,7.3,1073.0,Comedy
i am sam,August 2017,7.6,156033.0,Drama
gomorrah,August 2017,7.0,51443.0,Crime
a new economy,August 2017,7.2,62.0,Documentary
sing,August 2017,5.4,22.0,0
the hollywood masters,August 2017,7.5,102.0,Biography
the addams family,August 2017,8.0,22008.0,Comedy
the defenders,August 2017,8.0,509.0,Crime
jerry before seinfeld,September 2017,7.0,6137.0,Comedy
the secret garden,September 2017,6.9,39.0,Drama
high risk,September 2017,5.9,17.0,Comedy
graduation,September 2017,6.3,1762.0,Comedy
night school,September 2017,8.2,15.0,Drama
george harrison: living in the material world,September 2017,8.1,12713.0,Biography
requiem for a dream,September 2017,8.3,906840.0,Drama
fracture,September 2017,7.5,18.0,Animation
little evil,September 2017,5.7,23418.0,Comedy
alien arrival,September 2017,4.5,2296.0,Action
gangs of new york,September 2017,6.2,173.0,Crime
jeff dunham: relative disaster,September 2017,6.4,1403.0,Comedy
the squid and the whale,September 2017,7.3,91063.0,Comedy
gone baby gone,September 2017,7.6,295883.0,Crime
restless creature: wendy whelan,September 2017,7.2,383.0,Documentary
joaquín reyes: una y no más,September 2017,6.1,8.0,Comedy
absolutely anything,September 2017,6.0,49252.0,Comedy
hotel for dogs,September 2017,5.5,25213.0,Comedy
the journey is the destination,September 2017,6.4,772.0,Drama
dead poets society,September 2017,8.1,554284.0,Comedy
pulp fiction,September 2017,8.9,2243453.0,Crime
vincent n roxxy,September 2017,5.5,2336.0,Crime
amores perros,September 2017,8.1,254484.0,Drama
strong island,September 2017,6.4,4149.0,Crime
larceny,September 2017,7.3,3177.0,\N
fabrizio copano: solo pienso en mi,September 2017,5.0,49.0,Comedy
the real,September 2017,7.8,504.0,Action
first they killed my father,September 2017,7.2,20638.0,Biography
carrie pilby,September 2017,6.7,13876.0,Comedy
the rugrats movie,September 2017,5.9,20886.0,Adventure
our souls at night,September 2017,6.9,15090.0,Drama
the samaritan,September 2017,7.9,28.0,Western
marc maron: too real,September 2017,7.2,2121.0,Comedy
#realityhigh,September 2017,5.1,6960.0,Comedy
deep blue sea,September 2017,5.9,143792.0,Action
foo fighters: back and forth,September 2017,8.2,6546.0,Documentary
hard tide,September 2017,4.9,227.0,Drama
the forgotten,September 2017,6.0,112.0,Action
the last shaman,September 2017,6.6,2038.0,Adventure
88 minutes,October 2017,5.9,78591.0,Crime
raw,October 2017,8.1,16.0,Adult
the meyerowitz stories,October 2017,6.9,54403.0,Comedy
tommy boy,October 2017,7.1,98307.0,Adventure
generation iron 2,October 2017,6.1,2562.0,Documentary
only,October 2017,4.8,10.0,Animation
cult of chucky,October 2017,5.3,30235.0,Horror
