media,date added,averageRating,numVotes,genres
kick-ass,July 2023,7.6,597394.0,Action
the,July 2023,7.7,221.0,Animation
unknown: cave of bones,July 2023,6.7,2445.0,Documentary
jesus revolution,July 2023,7.1,14289.0,Biography
oxenfree ii: lost signals,July 2023,7.9,125.0,Adventure
fatal seduction,July 2023,5.3,25.0,Thriller
uncle buck,July 2023,7.1,109192.0,Comedy
dew drop diaries,July 2023,8.2,69.0,Adventure
kohrra,July 2023,7.5,9293.0,Crime
tom segura: sledgehammer,July 2023,7.1,2891.0,Comedy
thank you for your service,July 2023,9.0,11.0,Documentary
zombieverse,August 2023,4.4,1066.0,Comedy
fast & furious,August 2023,6.5,313942.0,Action
who is erin carter?,August 2023,6.5,21160.0,Action
miss adrenaline: a tale of twins,August 2023,7.3,202.0,Drama
polly pocket: sparkle cove adventure,August 2023,6.7,15.0,\N
down for love,August 2023,8.0,780.0,Reality-TV
fast five,August 2023,7.3,410057.0,Action
the river wild,August 2023,6.5,50963.0,Adventure
ugly betty,August 2023,6.8,48261.0,Comedy
soulcatcher,August 2023,3.7,1404.0,Action
omg! oh my girl,August 2023,6.8,893.0,Comedy
the expendables 3,August 2023,6.1,197541.0,Action
the hunt for veerappan,August 2023,7.9,2890.0,Biography
jagun jagun,August 2023,3.8,760.0,Drama
om nom stories,August 2023,6.3,124.0,Adventure
behind your touch,August 2023,7.4,2833.0,Comedy
mask girl,August 2023,7.3,7976.0,Comedy
poisoned: the dirty truth about your food,August 2023,6.8,2705.0,Documentary
10 days of a bad man,August 2023,6.1,2747.0,Crime
painkiller,August 2023,7.7,556.0,Action
you are so not invited to my bat mitzvah,August 2023,6.0,24543.0,Comedy
mark cavendish: never enough,August 2023,7.4,1864.0,Biography
ballers,August 2023,6.1,16.0,Talk-Show
ladies first: a story of women in hip-hop,August 2023,7.2,323.0,Documentary
trauma center,August 2023,6.6,63.0,Drama
the seven deadly sins: grudge of edinburgh part 2,August 2023,6.2,510.0,Action
the monkey king,August 2023,5.5,1806.0,Adventure
non-stop,August 2023,6.8,916.0,Action
eye of the storm,August 2023,5.0,479.0,Romance
the last hours of mario biondo,August 2023,5.1,733.0,Crime
marry my dead body,August 2023,7.0,5885.0,Action
boy erased,August 2023,6.9,43085.0,Biography
mech cadets,August 2023,6.8,803.0,Action
choose love,August 2023,5.0,3384.0,Comedy
head to head,August 2023,4.7,16.0,Adult
pending train,August 2023,5.8,587.0,Drama
at home with the furys,August 2023,7.0,1280.0,Documentary
tiger 24,August 2023,7.3,462.0,Documentary
guns & gulaabs,August 2023,7.7,17583.0,Comedy
the devil judge,August 2023,8.3,4541.0,Crime
squared love everlasting,August 2023,4.4,358.0,Comedy
jared freid: 37 and single,August 2023,6.5,272.0,Comedy
choona,August 2023,6.5,1769.0,Comedy
the expendables 2,August 2023,6.6,323855.0,Action
coming to america,August 2023,7.1,225847.0,Comedy
heart of stone,August 2023,7.3,675.0,Family
when i fly towards you,August 2023,8.4,1476.0,Comedy
lighthouse,August 2023,6.1,198.0,Drama
destined with you,August 2023,7.6,5243.0,Drama
the expendables,August 2023,8.5,15.0,Action
the big nailed it baking challenge,August 2023,7.4,340.0,Game-Show
a life too short: the isabella nardoni case,August 2023,6.0,1217.0,Crime
carancho,August 2023,6.8,8873.0,Crime
the jerk,August 2023,7.1,64725.0,Comedy
heart of invictus,August 2023,5.5,2936.0,Documentary
can you see us?,August 2023,7.2,634.0,Drama
lost in translation,August 2023,7.7,494889.0,Comedy
all the queens men,August 2023,6.7,54.0,Comedy
woody woodpecker,September 2023,7.2,1098.0,Animation
castlevania: nocturne,September 2023,7.4,15029.0,Action
one piece film: gold,September 2023,7.1,7497.0,Action
crank,September 2023,6.9,265663.0,Action
u-571,September 2023,6.6,87908.0,Action
wallace & gromit: the curse of the were-rabbit,September 2023,7.5,147239.0,Adventure
the swan,September 2023,6.3,54.0,Comedy
anchorman 2: the legend continues,September 2023,6.3,193433.0,Comedy
do not disturb,September 2023,5.9,1877.0,Comedy
happy ending,September 2023,5.3,99.0,Adult
wind river,September 2023,6.3,416.0,Drama
song of the bandits,September 2023,7.2,2453.0,Action
hacksaw ridge,September 2023,8.1,603802.0,Biography
love at first sight,September 2023,5.5,15.0,Comedy
the master of disguise,September 2023,3.3,27487.0,Adventure
overhaul,September 2023,9.0,1610.0,Comedy
the deer hunter,September 2023,8.1,365118.0,Drama
crank: high voltage,September 2023,6.1,160133.0,Action
wipeout,September 2023,6.8,25.0,Game-Show
couples retreat,September 2023,5.5,115560.0,Comedy
miraculous brothers,September 2023,7.5,745.0,Drama
arrival,September 2023,7.1,48.0,Documentary
my big fat greek wedding 2,September 2023,6.0,36010.0,Comedy
the wonderful story of henry sugar,September 2023,7.4,73216.0,Adventure
how to deal with a heartbreak,September 2023,4.3,165.0,Comedy
infamy,September 2023,7.4,412.0,Documentary
the saint of second chances,September 2023,7.5,1046.0,Biography
band of brothers,September 2023,9.4,536050.0,Drama
who killed jill dando?,September 2023,6.3,2557.0,Crime
what if,September 2023,8.9,121.0,\N
shane gillis: beautiful dogs,September 2023,7.9,4022.0,Comedy
the swan princess: a fairytale is born,September 2023,4.1,151.0,Adventure
kengan ashura,September 2023,8.0,7075.0,Action
the electric horseman,September 2023,6.4,10364.0,Comedy
dear child,September 2023,7.3,27522.0,Crime
love again,September 2023,8.3,55.0,Drama
the darkness within la luz del mundo,September 2023,6.9,457.0,Crime
love is in the air,September 2023,4.6,164.0,Comedy
one piece: heart of gold,September 2023,7.0,1709.0,Action
storyteller,September 2023,8.7,9.0,Crime
spy kids: armageddon,September 2023,4.3,3462.0,Action
spy ops,September 2023,6.3,1118.0,Documentary
street flow 2,September 2023,5.2,451.0,Crime
bakugan,September 2023,6.8,57.0,Action
burning body,September 2023,6.7,6212.0,Biography
the oskars fantasy,September 2023,4.1,50.0,Comedy
harley & katya,September 2023,7.2,865.0,Documentary
is she the wolf?,September 2023,6.5,193.0,Reality-TV
friday night plan,September 2023,6.5,1957.0,Comedy
a time called you,September 2023,7.8,4483.0,Drama
snitch,September 2023,4.6,175.0,Action
anchorman: the legend of ron burgundy,September 2023,7.1,381480.0,Comedy
the pacific,September 2023,8.3,131976.0,Action
ehrengard: the art of seduction,September 2023,5.8,2883.0,Comedy
the black book,September 2023,6.8,18.0,Action
predators,September 2023,5.4,8.0,\N
hello ghost,September 2023,6.4,332.0,Comedy
hard broken,September 2023,6.2,69.0,Crime
nowhere,September 2023,5.3,12.0,Short
the great waldo pepper,September 2023,6.7,6653.0,Adventure
fast times at ridgemont high,September 2023,7.1,117187.0,Comedy
freestyle,September 2023,6.6,18.0,Drama
little baby bum: music time,September 2023,6.3,32.0,Animation
vasco rossi: living it,September 2023,7.6,160.0,Biography
the wolf of wall street,September 2023,6.5,61.0,Drama
miss juneteenth,October 2023,6.5,2204.0,Drama
onefour: against all odds,October 2023,6.8,360.0,Crime
hometown,October 2023,7.3,22.0,Drama
knights of the zodiac,October 2023,9.4,5.0,Comedy
ralph barbosa: cowabunga,October 2023,7.1,518.0,Comedy
creature,October 2023,4.4,4734.0,Horror
race to the summit,October 2023,6.8,1324.0,Adventure
tore,October 2023,6.9,2327.0,Comedy
the devil on trial,October 2023,5.6,3970.0,Crime
i woke up a vampire,October 2023,5.1,720.0,Comedy
good night world,October 2023,6.4,804.0,Animation
lucas the spider,October 2023,8.1,258.0,Animation
life on our planet,October 2023,8.1,5788.0,Documentary
trillion game,October 2023,7.8,428.0,Drama
last vegas,October 2023,7.4,14.0,Comedy
heather mcmahan: son i never had,October 2023,5.6,176.0,Comedy
doona!,October 2023,7.2,4842.0,Comedy
the night logan woke up,October 2023,7.5,1387.0,Drama
holey moley,October 2023,7.2,1407.0,Game-Show
miss shetty mr polishetty,October 2023,7.0,4340.0,Comedy
forgetting sarah marshall,October 2023,7.1,304312.0,Comedy
surviving paradise,October 2023,6.1,58.0,Adventure
spider-man: across the spider-verse,October 2023,7.1,17.0,Comedy
the adjustment bureau,October 2023,7.0,272295.0,Crime
a beautiful mind,October 2023,8.2,994572.0,Biography
a deadly invitation,October 2023,5.1,1958.0,Comedy
american ninja warrior,October 2023,6.8,4345.0,Action
deliver us from evil,October 2023,6.9,205.0,Crime
pact of silence,October 2023,7.5,59.0,Documentary
margot at the wedding,October 2023,6.0,22834.0,Comedy
kandasamys: the baby,October 2023,4.8,217.0,Comedy
long live love!,October 2023,6.5,1503.0,Comedy
django,October 2023,7.2,31364.0,Action
big vape: the rise and fall of juul,October 2023,6.7,2276.0,Documentary
megamind,October 2023,7.3,299354.0,Action
baby animal cam,October 2023,4.9,9.0,Documentary
the adventures of tintin,October 2023,8.3,19375.0,Action
camp courage,October 2023,6.7,204.0,Documentary
ijogbon,October 2023,4.6,147.0,Drama
turn to me mukai-kun,October 2023,7.4,252.0,Comedy
pain hustlers,October 2023,6.6,46711.0,Crime
pete holmes: i am not for everyone,October 2023,6.9,776.0,Comedy
crashing eid,October 2023,6.9,814.0,Comedy
get gotti,October 2023,7.0,3026.0,Crime
filip,October 2023,3.3,17.0,Drama
strawberry shortcake and the beast of berry bog,October 2023,6.7,45.0,Family
identity thief,October 2023,5.7,141653.0,Comedy
the monuments men,October 2023,6.1,142396.0,Comedy
bodies,October 2023,5.7,2512.0,\N
us,October 2023,7.1,229.0,Drama
hot tub time machine,October 2023,6.4,187799.0,Comedy
the fall of the house of usher,October 2023,7.3,4570.0,Drama
disco inferno,October 2023,6.9,8.0,Documentary
strong girl nam-soon,October 2023,6.6,2694.0,Action
absolute beginners,October 2023,5.6,3748.0,Drama
the black beauty effect,October 2023,7.5,28.0,Documentary
once upon a star,October 2023,7.0,459.0,Biography
omg 2,October 2023,7.5,42864.0,Comedy
tammy,October 2023,6.9,137.0,Comedy
castaway diva,October 2023,7.9,2996.0,Comedy
ghost hunters,October 2023,8.9,7.0,Comedy
sister death,October 2023,6.7,19.0,Western
mission: impossible iii,October 2023,6.9,393359.0,Action
botched,October 2023,5.6,6682.0,Thriller
stranded with my mother-in-law,October 2023,6.3,402.0,Reality-TV
drake & josh,October 2023,7.7,43978.0,Comedy
american made,October 2023,7.8,81.0,Documentary
get out,October 2023,6.5,175.0,Documentary
the misfits,October 2023,7.2,23665.0,Drama
long shot,October 2023,5.8,91.0,Drama
old dads,October 2023,6.2,41565.0,Comedy
brother,October 2023,6.9,485.0,Drama
blessers,October 2023,5.8,55.0,Comedy
the firm,October 2023,7.2,3653.0,Drama
the conference,October 2023,7.4,10.0,Crime
captain laserhawk: a blood dragon remix,October 2023,7.0,3508.0,Action
fair play,October 2023,7.3,11.0,\N
hulk,October 2023,6.4,1062.0,Action
flashback,October 2023,6.2,5792.0,Action
vjeran tomic: the spider-man of paris,October 2023,6.6,1177.0,Crime
everything now,October 2023,6.7,3406.0,Comedy
the amazing spider-man 2,October 2023,6.5,56.0,Comedy
in love and deep water,November 2023,5.1,816.0,Comedy
cyberbunker: the criminal underworld,November 2023,6.4,1543.0,Crime
replacing chef chico,November 2023,6.7,334.0,Drama
verified stand-up,November 2023,4.8,193.0,Comedy
team ninja warrior,November 2023,7.0,308.0,Action
bad surgeon: love under the knife,November 2023,7.2,4951.0,Crime
wizzo school,November 2023,3.4,12.0,Comedy
the farewell,November 2023,6.1,62.0,Drama
scott pilgrim takes off,November 2023,7.7,18025.0,Action
best. christmas. ever!,November 2023,4.4,9700.0,Comedy
young sheldon,November 2023,7.7,114161.0,Comedy
sukhee,November 2023,6.0,8159.0,Comedy
whiplash,November 2023,6.4,798.0,Drama
insidious: the red door,November 2023,5.5,52564.0,Horror
pedro,November 2023,6.4,259.0,Animation
oregon,November 2023,7.2,35.0,Sci-Fi
the improv: 60 and still standing,November 2023,6.3,239.0,Comedy
a walk in the woods,November 2023,8.6,53.0,Drama
the secret: dare to dream,November 2023,6.5,18024.0,Drama
an instant dad,November 2023,5.6,61.0,Comedy
erin & aaron,November 2023,5.3,341.0,Comedy
the bad guys: a very bad holiday,November 2023,5.1,1678.0,Action
rustin,November 2023,5.8,139.0,Comedy
leo,November 2023,5.9,266.0,Drama
blue eye samurai,November 2023,8.7,72926.0,Action
temple of film: 100 years of the egyptian theatre,November 2023,6.3,206.0,Documentary
unicorn academy,November 2023,6.6,329.0,Adventure
resident evil: death island,November 2023,5.7,9148.0,Action
the amazing race,November 2023,7.8,15665.0,Adventure
how to become a mob boss,November 2023,6.6,1201.0,Crime
family switch,November 2023,5.7,26499.0,Comedy
suburræterna,November 2023,6.5,1644.0,Action
nyad,November 2023,9.6,172.0,Action
the claus family 3,November 2023,4.5,637.0,Comedy
love like a k-drama,November 2023,6.3,128.0,Game-Show
forever,November 2023,5.8,16.0,Drama
godzilla: king of the monsters,November 2023,4.7,35.0,Comedy
mysteries of the faith,November 2023,5.6,489.0,Documentary
akuma kun,November 2023,6.4,517.0,Adventure
wedding games,November 2023,4.1,145.0,Comedy
13 hours: the secret soldiers of benghazi,November 2023,7.3,162635.0,Action
million dollar decorators,November 2023,6.8,181.0,Reality-TV
squid game: the challenge,November 2023,5.8,17071.0,Game-Show
drag me to hell,November 2023,6.6,219033.0,Horror
nuovo olimpo,November 2023,7.2,5590.0,Drama
locked in,November 2023,6.6,8.0,Drama
the queenstown kings,November 2023,4.4,182.0,Drama
dampyr,November 2023,5.4,2155.0,Fantasy
hard days,November 2023,5.9,27.0,\N
crime diaries: the celebrity stylist,November 2023,4.6,597.0,Crime
cocomelon lane,November 2023,3.9,848.0,Animation
buried: the 1982 alpine meadows avalanche,November 2023,7.4,1176.0,Documentary
all-time high,November 2023,5.7,1909.0,Comedy
my daemon,November 2023,7.9,1615.0,Adventure
high on the hog: how african american cuisine transformed america,November 2023,7.7,939.0,Documentary
higuita: the way of the scorpion,November 2023,6.7,688.0,Documentary
daily dose of sunshine,November 2023,8.2,2964.0,Drama
comedy royale,November 2023,6.2,54.0,Comedy
believer 2,November 2023,5.6,1790.0,Action
the big ugly,November 2023,6.0,720.0,Drama
cigarette girl,November 2023,6.2,28.0,Comedy
six feet under,November 2023,8.7,151366.0,Comedy
harriet,November 2023,7.8,171.0,Western
downsizing,November 2023,8.3,9.0,Action
all the light we cannot see,November 2023,7.5,46503.0,Drama
obliterated,November 2023,6.8,19917.0,Action
see you on venus,November 2023,6.0,3889.0,Drama
escaping twin flames,November 2023,6.7,4238.0,Biography
squaring the circle: the story of hipgnosis,November 2023,7.7,1686.0,Documentary
black christmas,November 2023,7.1,48769.0,Horror
onimusha,November 2023,6.8,3118.0,Action
the scorpion king,November 2023,5.5,146292.0,Action
godzilla vs. kong,November 2023,6.9,40.0,Action
school spirits,November 2023,5.8,23.0,Comedy
matt rife: natural selection,November 2023,4.9,3116.0,Comedy
think like a dog,November 2023,5.2,2321.0,Comedy
the silencing,November 2023,8.0,13.0,Short
a nearly normal family,November 2023,6.9,14976.0,Crime
doi boy,November 2023,5.5,705.0,Drama
frybread face and me,November 2023,7.2,1229.0,Drama
third world romance,November 2023,6.6,168.0,Romance
stamped from the beginning,November 2023,6.6,1300.0,Documentary
elena knows,November 2023,5.5,712.0,Drama
ted 2,November 2023,6.3,236622.0,Comedy
face off,November 2023,8.4,181.0,Comedy
shahs of sunset,November 2023,4.9,1729.0,Reality-TV
feedback,November 2023,7.0,8.0,Mystery
nganù,November 2023,7.0,56.0,Drama
the thundermans,November 2023,5.9,7408.0,Action
mutt,November 2023,5.6,6.0,Animation
the dads,November 2023,6.3,334.0,Documentary
ferry: the series,November 2023,7.7,4308.0,Crime
tale of the nine tailed,December 2023,7.9,9673.0,Fantasy
shazam!,December 2023,6.5,1682.0,Action
the millionaire matchmaker,December 2023,4.6,1545.0,Reality-TV
martin,December 2023,7.0,12777.0,Drama
a vampire in the family,December 2023,4.7,1277.0,Comedy
top chef,December 2023,7.7,6970.0,Game-Show
naga,December 2023,5.5,15210.0,Drama
wonder woman,December 2023,4.6,1490.0,Fantasy
the engineer,December 2023,7.5,17.0,Crime
stavros halkias: fat rascal,December 2023,6.5,642.0,Comedy
my life with the walter boys,December 2023,6.9,14296.0,Drama
yu yu hakusho,December 2023,7.2,8593.0,Action
the super mario bros movie,December 2023,6.0,20.0,Comedy
meg 2: the trench,December 2023,5.0,83753.0,Action
if i were luísa sonza,December 2023,5.9,192.0,Biography
dr. storks,December 2023,7.4,249.0,Drama
holiday in the vineyards,December 2023,6.2,2166.0,Romance
the golden hour,December 2023,4.8,16.0,\N
the influencer,December 2023,3.7,149.0,Comedy
trevor noah: where was i,December 2023,6.7,2484.0,Comedy
elvis,December 2023,6.9,5196.0,Biography
college hill: celebrity edition,December 2023,5.3,180.0,Reality-TV
melancholia,December 2023,5.8,143.0,Crime
l.a. confidential,December 2023,8.2,622660.0,Crime
the swan princess: far longer than forever,December 2023,4.2,54.0,Animation
kevin hart & chris rock: headliners only,December 2023,6.2,791.0,Biography
hell camp: teen nightmare,December 2023,6.1,3209.0,Crime
till death,December 2023,5.2,135.0,Horror
joker,December 2023,4.7,874.0,Comedy
the suicide squad,December 2023,6.6,57.0,Talk-Show
pokémon concierge,December 2023,7.5,2716.0,Adventure
the commuter,December 2023,6.0,13.0,Short
cindy la regia: the high school years,December 2023,5.6,157.0,Comedy
gyeongseong creature,December 2023,7.3,11025.0,Action
project runway,December 2023,7.4,11718.0,Reality-TV
christmas as usual,December 2023,5.4,4999.0,Comedy
radical wolfe,December 2023,7.1,297.0,Documentary
familia,December 2023,7.2,1571.0,Comedy
ricky gervais: armageddon,December 2023,7.1,14998.0,Comedy
leave the world behind,December 2023,6.4,206859.0,Drama
man of steel,December 2023,7.0,131.0,Drama
face to face with eta: conversations with a terrorist,December 2023,6.4,534.0,Crime
gran turismo,December 2023,8.3,1091.0,Sport
norma,December 2023,4.8,49.0,Drama
the archies,December 2023,4.3,52624.0,Comedy
neighbors,December 2023,4.5,55.0,Comedy
flipping out,December 2023,7.0,1304.0,Reality-TV
bank of dave,December 2023,7.1,12772.0,Biography
blood vessel,December 2023,4.5,447.0,Adventure
like flowers in sand,December 2023,7.5,536.0,Comedy
hunter killer,December 2023,6.6,74638.0,Action
who we become,December 2023,9.6,5.0,Drama
taken,December 2023,5.3,181.0,Drama
good boys,December 2023,5.9,402.0,Crime
the rope curse 3,December 2023,4.6,323.0,Horror
suicide squad,December 2023,4.3,138.0,Action
black swan,December 2023,3.4,115.0,Comedy
analog squad,December 2023,7.6,412.0,Drama
